"id_municipio";"uf";"Cidade";"longitude";"latitude"
5253;"SP";"Santa Cruz do Rio Pardo";-49.635444;-22.89875
5254;"SP";"Santa Ernestina";-48.395317;-21.461769
5255;"SP";"Santa Fé do Sul";-50.931958;-20.208252
5256;"SP";"Santa Gertrudes";-47.52716;-22.457229
5257;"SP";"Santa Isabel";-46.223668;-23.317194
5258;"SP";"Santa Lúcia";-48.088469;-21.684982
5259;"SP";"Santa Maria da Serra";-48.159288;-22.566088
5260;"SP";"Santa Mercedes";-51.756353;-21.349521
5263;"SP";"Santa Rita d`Oeste";-50.835781;-20.141431
5264;"SP";"Santa Rita do Passa Quatro";-47.478;-21.708323
5265;"SP";"Santa Rosa de Viterbo";-47.362213;-21.477568
5266;"SP";"Santa Salete";-50.688717;-20.242918
5261;"SP";"Santana da Ponte Pensa";-50.801357;-20.252311
5262;"SP";"Santana de Parnaíba";-46.922215;-23.442514
5267;"SP";"Santo Anastácio";-51.652662;-21.974662
5268;"SP";"Santo André";-46.543154;-23.67373
5269;"SP";"Santo Antônio da Alegria";-47.146372;-21.086449
5270;"SP";"Santo Antônio de Posse";-46.91919;-22.602873
5271;"SP";"Santo Antônio do Aracanguá";-50.497979;-20.933114
5272;"SP";"Santo Antônio do Jardim";-46.684487;-22.112076
5273;"SP";"Santo Antônio do Pinhal";-45.663;-22.827
5274;"SP";"Santo Expedito";-51.392894;-21.846657
5276;"SP";"Santos";-46.335042;-23.953543
5275;"SP";"Santópolis do Aguapeí";-50.504372;-21.637574
5304;"SP";"Sarapuí";-47.824863;-23.63974
5305;"SP";"Sarutaiá";-49.476259;-23.272103
5306;"SP";"Sebastianópolis do Sul";-49.924997;-20.652323
5307;"SP";"Serra Azul";-47.560243;-21.307381
5309;"SP";"Serra Negra";-46.703271;-22.613941
5308;"SP";"Serrana";-47.595239;-21.204336
5310;"SP";"Sertãozinho";-47.987496;-21.131596
5311;"SP";"Sete Barras";-47.927943;-24.382048
5312;"SP";"Severínia";-48.80538;-20.810753
5313;"SP";"Silveiras";-44.852157;-22.66384
5314;"SP";"Socorro";-46.525118;-22.590264
5315;"SP";"Sorocaba";-47.445073;-23.496886
5316;"SP";"Sud Mennucci";-50.923783;-20.687225
5317;"SP";"Sumaré";-47.272823;-22.820416
5319;"SP";"Suzano";-46.311181;-23.544828
5318;"SP";"Suzanápolis";-51.026761;-20.49809
5277;"SP";"São Bento do Sapucaí";-45.728677;-22.683744
5278;"SP";"São Bernardo do Campo";-46.564617;-23.691412
5279;"SP";"São Caetano do Sul";-46.554797;-23.62287
5280;"SP";"São Carlos";-47.885971;-22.017395
5281;"SP";"São Francisco";-50.695151;-20.362291
5286;"SP";"São Joaquim da Barra";-47.859316;-20.581158
5287;"SP";"São José da Bela Vista";-47.642413;-20.593548
5288;"SP";"São José do Barreiro";-44.577437;-22.641353
5289;"SP";"São José do Rio Pardo";-46.887303;-21.595288
5290;"SP";"São José do Rio Preto";-49.375767;-20.811289
5291;"SP";"São José dos Campos";-45.884115;-23.189554
5282;"SP";"São João da Boa Vista";-46.794356;-21.970747
5283;"SP";"São João das Duas Pontes";-50.379149;-20.387857
5284;"SP";"São João de Iracema";-50.356069;-20.511059
5285;"SP";"São João do Pau d`Alho";-51.667172;-21.266249
5292;"SP";"São Lourenço da Serra";-46.94316;-23.849134
5293;"SP";"São Luiz do Paraitinga";-45.30899;-23.220521
5294;"SP";"São Manuel";-48.572316;-22.732081
5295;"SP";"São Miguel Arcanjo";-47.993549;-23.878197
5296;"SP";"São Paulo";-46.63952;-23.532905
5297;"SP";"São Pedro";-47.909579;-22.548256
5298;"SP";"São Pedro do Turvo";-49.742829;-22.745286
5299;"SP";"São Roque";-47.13567;-23.522598
5300;"SP";"São Sebastião";-45.414314;-23.795059
5301;"SP";"São Sebastião da Grama";-46.820753;-21.704109
5302;"SP";"São Simão";-47.551755;-21.473171
5303;"SP";"São Vicente";-46.388333;-23.957353
5320;"SP";"Tabapuã";-49.03074;-20.960171
5321;"SP";"Tabatinga";-48.689577;-21.723863
5322;"SP";"Taboão da Serra";-46.752637;-23.601867
5323;"SP";"Taciba";-51.288221;-22.386577
5324;"SP";"Taguaí";-49.402377;-23.445242
5325;"SP";"Taiaçu";-48.511203;-21.143144
5326;"SP";"Taiúva";-48.452816;-21.122333
5327;"SP";"Tambaú";-47.270344;-21.70292
5328;"SP";"Tanabi";-49.656319;-20.62279
5330;"SP";"Tapiratiba";-46.744825;-21.471324
5329;"SP";"Tapiraí";-47.506248;-23.961157
5331;"SP";"Taquaral";-48.412553;-21.07373
5332;"SP";"Taquaritinga";-48.510345;-21.404861
5333;"SP";"Taquarituba";-49.240954;-23.530709
5334;"SP";"Taquarivaí";-48.694769;-23.921116
5335;"SP";"Tarabai";-51.562133;-22.301612
5336;"SP";"Tarumã";-50.57862;-22.742873
5337;"SP";"Tatuí";-47.84612;-23.348731
5338;"SP";"Taubaté";-45.55926;-23.010414
5339;"SP";"Tejupá";-49.372244;-23.342458
5340;"SP";"Teodoro Sampaio";-52.168175;-22.529936
5341;"SP";"Terra Roxa";-48.331442;-20.787015
5342;"SP";"Tietê";-47.716378;-23.110098
5343;"SP";"Timburi";-49.609583;-23.205674
5344;"SP";"Torre de Pedra";-48.195507;-23.246173
5345;"SP";"Torrinha";-48.17314;-22.423721
5346;"SP";"Trabiju";-48.334168;-22.038783
5347;"SP";"Tremembé";-45.547526;-22.95714
5348;"SP";"Três Fronteiras";-50.890528;-20.234355
5349;"SP";"Tuiuti";-46.693746;-22.819324
5351;"SP";"Tupi Paulista";-51.575004;-21.382455
5350;"SP";"Tupã";-50.519113;-21.933528
5352;"SP";"Turiúba";-50.11349;-20.942758
5353;"SP";"Turmalina";-50.479198;-20.048588
5354;"SP";"Ubarana";-49.719765;-21.164965
5355;"SP";"Ubatuba";-45.083415;-23.433162
5356;"SP";"Ubirajara";-49.66126;-22.527208
5357;"SP";"Uchoa";-49.171295;-20.951106
5358;"SP";"União Paulista";-49.902509;-20.886227
5360;"SP";"Uru";-49.284846;-21.786641
5361;"SP";"Urupês";-49.293103;-21.203207
5359;"SP";"Urânia";-50.645498;-20.245461
5362;"SP";"Valentim Gentil";-50.088928;-20.421681
5363;"SP";"Valinhos";-46.997367;-22.969805
5364;"SP";"Valparaíso";-50.869874;-21.222929
5365;"SP";"Vargem";-46.412447;-22.887046
5367;"SP";"Vargem Grande Paulista";-47.022038;-23.599338
5366;"SP";"Vargem Grande do Sul";-46.891286;-21.832194
5369;"SP";"Vera Cruz";-49.820735;-22.218308
5370;"SP";"Vinhedo";-46.983312;-23.030184
5371;"SP";"Viradouro";-48.292974;-20.873382
5372;"SP";"Vista Alegre do Alto";-48.628383;-21.169222
5373;"SP";"Vitória Brasil";-50.487452;-20.195582
5374;"SP";"Votorantim";-47.438753;-23.54459
5375;"SP";"Votuporanga";-49.978112;-20.423659
5368;"SP";"Várzea Paulista";-46.823444;-23.213582
5376;"SP";"Zacarias";-50.055222;-21.050554
4735;"SP";"Águas da Prata";-46.717622;-21.931935
4736;"SP";"Águas de Lindóia";-46.631441;-22.473305
4737;"SP";"Águas de Santa Bárbara";-49.242133;-22.881186
4738;"SP";"Águas de São Pedro";-47.873395;-22.597749
4746;"SP";"Álvares Florence";-49.914126;-20.320341
4747;"SP";"Álvares Machado";-51.47224;-22.076415
4748;"SP";"Álvaro de Carvalho";-49.719044;-22.084132
5115;"SP";"Óleo";-49.341924;-22.943461
