Cidade,latitude,longitude
Senador Cortes,-21.798562,-42.942375
Senador Firmino,-20.915762,-43.090431
Senador José Bento,-22.163327,-46.179226
Senador Modestino Gonçalves,-17.94652,-43.21717
Senhora de Oliveira,-20.797221,-43.339432
Senhora do Porto,-18.890894,-43.079875
Senhora dos Remédios,-21.03508,-43.581213
Sericita,-20.47484,-42.482776
Seritinga,-21.913367,-44.517965
Serra Azul de Minas,-18.360154,-43.16746
Serra da Saudade,-19.444669,-45.794976
Serra do Salitre,-19.108334,-46.696053
Serra dos Aimorés,-17.787172,-40.245252
Serrania,-21.544145,-46.041701
Serranos,-21.88573,-44.512487
Serranópolis de Minas,-15.817567,-42.873156
Serro,-18.599103,-43.374399
Sete Lagoas,-19.456902,-44.241255
Setubinha,-17.600202,-42.158669
Silveirânia,-21.16148,-43.212843
Silvianópolis,-22.02741,-45.838517
Simonésia,-20.134097,-42.009052
Simão Pereira,-21.96396,-43.308794
Sobrália,-19.234465,-42.099806
Soledade de Minas,-22.055432,-45.046417
São Bento Abade,-21.583927,-45.069931
São Brás do Suaçuí,-20.624166,-43.951465
São Domingos das Dores,-19.524595,-42.010638
São Domingos do Prata,-19.867822,-42.971031
São Francisco,-15.951449,-44.859284
São Francisco de Paula,-20.703625,-44.983763
São Francisco de Sales,-19.861122,-49.772693
São Francisco do Glória,-20.792297,-42.267275
São Félix de Minas,-18.595902,-41.488861
São Geraldo,-20.925231,-42.836358
São Geraldo da Piedade,-18.841119,-42.286665
São Geraldo do Baixio,-18.909668,-41.362964
São Gonçalo do Abaeté,-18.33147,-45.826475
São Gonçalo do Pará,-19.982173,-44.85931
São Gonçalo do Rio Abaixo,-19.8221,-43.365987
São Gonçalo do Rio Preto,-18.002549,-43.385389
São Gonçalo do Sapucaí,-21.893223,-45.589344
São Gotardo,-19.308727,-46.046475
São Joaquim de Bicas,-20.047971,-44.274949
São José da Barra,-20.717808,-46.312968
São José da Lapa,-19.697106,-43.958637
São José da Safira,-18.324266,-42.143061
São José da Varginha,-19.700566,-44.55596
São José do Alegre,-22.324269,-45.525837
São José do Divino,-18.479304,-41.390671
São José do Goiabal,-19.921431,-42.70355
São José do Jacuri,-18.281037,-42.67293
São José do Mantimento,-20.005756,-41.748591
São João Batista do Glória,-20.634996,-46.507966
São João Evangelista,-18.548001,-42.765504
São João Nepomuceno,-21.538133,-43.006876
São João da Lagoa,-16.845535,-44.350726
São João da Mata,-21.927998,-45.929727
São João da Ponte,-15.927088,-44.009612
São João das Missões,-14.885852,-44.092201
São João del Rei,-21.131054,-44.252646
São João do Manhuaçu,-20.393315,-42.153283
São João do Manteninha,-18.722988,-41.162837
São João do Oriente,-19.338445,-42.157502
São João do Pacuí,-16.537314,-44.513355
São João do Paraíso,-15.316799,-42.021342
São Lourenço,-22.116588,-45.050597
São Miguel do Anta,-20.706665,-42.717389
São Pedro da União,-21.130975,-46.6123
São Pedro do Suaçuí,-18.360926,-42.598137
São Pedro dos Ferros,-20.173228,-42.525086
São Romão,-16.364118,-45.07489
São Roque de Minas,-20.249014,-46.363873
São Sebastião da Bela Vista,-22.158327,-45.754639
São Sebastião da Vargem Alegre,-21.073656,-42.634672
São Sebastião do Anta,-19.506407,-41.985034
São Sebastião do Maranhão,-18.087252,-42.565853
São Sebastião do Oeste,-20.275843,-45.006332
São Sebastião do Paraíso,-20.916734,-46.983703
São Sebastião do Rio Preto,-19.295906,-43.17567
São Sebastião do Rio Verde,-22.218293,-44.976116
São Thomé das Letras,-21.725804,-44.98483
São Tiago,-20.907471,-44.509837
São Tomás de Aquino,-20.779063,-47.096195
São Vicente de Minas,-21.704217,-44.443064
Tabuleiro,-21.363248,-43.238055
Taiobeiras,-15.810619,-42.225944
Taparuba,-19.762079,-41.607981
Tapira,-19.916619,-46.826397
Tapiraí,-19.893587,-46.022072
Taquaraçu de Minas,-19.665186,-43.692226
Tarumirim,-19.283475,-42.009699
Teixeiras,-20.656083,-42.856395
Teófilo Otoni,-17.859534,-41.508717
Timóteo,-19.581086,-42.64713
Tiradentes,-21.110232,-44.174421
Tiros,-19.00373,-45.962648
Tocantins,-21.177411,-43.012702
Tocos do Moji,-22.369797,-46.097067
Toledo,-22.742133,-46.372772
Tombos,-20.908628,-42.022774
Três Corações,-21.692091,-45.251117
Três Marias,-18.204795,-45.247289
Três Pontas,-21.36944,-45.510886
Tumiritinga,-18.984446,-41.652674
Tupaciguara,-18.586591,-48.69854
Turmalina,-17.282825,-42.728476
Turvolândia,-21.873342,-45.785948
Ubaporanga,-19.635051,-42.105925
Ubaí,-16.288505,-44.778251
Uberaba,-19.747205,-47.938073
Uberlândia,-18.914142,-48.274934
Ubá,-21.120444,-42.935931
Umburatiba,-17.254804,-40.577937
Unaí,-16.359212,-46.902157
União de Minas,-19.529861,-50.338019
Uruana de Minas,-16.063384,-46.244306
Urucuia,-16.124412,-45.735199
Urucânia,-20.352088,-42.736989
Vargem Alegre,-19.598762,-42.294927
Vargem Bonita,-20.333265,-46.368824
Vargem Grande do Rio Pardo,-15.398737,-42.308507
Varginha,-21.555581,-45.436424
Varjão de Minas,-18.374102,-46.031318
Varzelândia,-15.699154,-44.027839
Vazante,-17.982732,-46.908826
Verdelândia,-15.584522,-43.612137
Veredinha,-17.397384,-42.730697
Vermelho Novo,-20.040618,-42.268797
Veríssimo,-19.66574,-48.311845
Vespasiano,-19.688326,-43.9239
Vieiras,-20.867,-42.240051
Virgem da Lapa,-16.807011,-42.343071
Virginópolis,-18.815409,-42.701492
Virgolândia,-18.473842,-42.306707
Virgínia,-22.326424,-45.096463
Visconde do Rio Branco,-21.012725,-42.836129
Viçosa,-20.755916,-42.87417
Volta Grande,-21.767086,-42.537501
Várzea da Palma,-17.594444,-44.722557
Wenceslau Braz,-22.536836,-45.362636
Água Boa,-17.991373,-42.380648
Água Comprida,-20.05757,-48.106879
Águas Formosas,-17.08021,-40.938355
Águas Vermelhas,-15.743057,-41.457127
